page,occ_title,occ_text
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/8E85C74BE7980A59CA2584A8000E78FF?opendocument,"MINOR GROUP 342 ELECTRONICS AND TELECOMMUNICATIONS TRADES WORKERS
","
ELECTRONICS AND TELECOMMUNICATIONS TRADES WORKERS assemble, install, test and repair electronic systems and equipment, electrical distribution and telecommunications networks, airconditioning and refrigeration equipment, business machines and telecommunications equipment, and transmit and receive radio messages.
Indicative Skill Level:
Most occupations in this minor group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

examining blueprints, wiring diagrams and specifications to determine job requirements 
testing for, locating, diagnosing and repairing electrical malfunctions 
cutting and connecting wiring and cables 
installing and maintaining airconditioning and refrigeration equipment, and connecting electrical systems and appliances to power supplies 
installing conductors, aerial and underground cables, and equipment associated with electrical supply 
installing, modifying, maintaining, adjusting and repairing business machines, radio and television receivers, audio and visual reproduction equipment, and electronic instruments and control systems 
transmitting and receiving radio messages 
installing, maintaining and repairing telecommunications and voice and data transmission equipment and appliances
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/98C7B697D795F9C3CA2584A8000E7900?opendocument,"UNIT GROUP 3421 AIRCONDITIONING AND REFRIGERATION MECHANICS
","
AIRCONDITIONING AND REFRIGERATION MECHANICS assemble, install, maintain and repair industrial, commercial and domestic airconditioning and refrigeration systems and equipment.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Registration or licensing may be required.
Tasks Include:

establishing job requirements from drawings and specifications, and laying out installation reference points 
drilling holes, installing mounting brackets and cutting, bending and threading piping 
installing and repairing components such as compressors, motors, condensers, evaporators, switches and gauges, and copper lines for steam, gas, refrigerant, compressed air, oil and chilled water 
bolting, soldering, riveting, welding and brazing pipes to connect equipment, and checking alignment and accuracy of fit 
filling systems with gas or fluid to check for leaks 
test-operating refrigeration systems, checking mechanisms and making adjustments 
removing test gas and fluid using vacuum pumps, and filling with refrigerant 
checking and overhauling refrigeration systems, diagnosing faults and repairing and replacing defective components 
adjusting system controls and mechanisms and reassembling systems 
recording causes of malfunctioning and action taken

Occupation:
342111 Airconditioning and Refrigeration Mechanic
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/58F725686BEB744FCA2584A8000E7930?opendocument,"UNIT GROUP 3422 ELECTRICAL DISTRIBUTION TRADES WORKERS
","
ELECTRICAL DISTRIBUTION TRADES WORKERS prepare, install, repair, maintain and patrol electric power distribution networks.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Registration or licensing may be required.
Tasks Include:

installing conductors and aerial equipment, and underground cables and equipment 
installing and maintaining equipment associated with electrical supply such as transformers 
attending to electrical breakdown and emergencies 
maintaining poles and associated hardware, and continuity of electrical supply and street lighting 
conducting routine maintenance on the aerial and underground electricity supply network 
conducting low-voltage switching operations 
fitting pole hardware and crossarms 
preparing low- and high-voltage cable joints and cable terminations while connecting and installing electrical equipment and overhead lines 
using heavy plant equipment such as elevated work platforms and portable equipment such as hydraulic drills 
may undertake substation installation and maintenance, and specialised testing and revenue meter installation

Occupations:
342211 Electrical Linesworker / Electrical Line Mechanic
342212 Technical Cable Jointer
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/00B02624402B3F7CCA2584A8000E7A12?opendocument,"UNIT GROUP 3423 ELECTRONICS TRADES WORKERS
","
ELECTRONICS TRADES WORKERS maintain, adjust and repair electronic equipment such as business machines, video and audio equipment, and electronic instruments and control systems, and transmit and receive radio messages.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Registration or licensing may be required.
Tasks Include:

examining and testing machines, equipment, instruments and control systems to diagnose faults 
adjusting, repairing, and replacing worn and defective parts and wiring, and maintaining machines, equipment and instruments 
reassembling, test operating and adjusting equipment 
advising users of correct operating procedures to prevent malfunctions 
receiving messages by interpreting code and converting to plain language, and writing and typing messages for transmission 
monitoring radio traffic, and transmitting and receiving voice messages 
installing electronic instruments and control systems 
applying knowledge of electrical, electronic, mechanical, hydraulic and pneumatic principles in commissioning and maintaining control systems

Occupations:
342311 Business Machine Mechanic 
342312 Communications Operator 
342313 Electronic Equipment Trades Worker 
342314 Electronic Instrument Trades Worker (General) 
342315 Electronic Instrument Trades Worker (Special Class)
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/96B224BA2031115DCA2584A8000E7995?opendocument,"UNIT GROUP 3424 TELECOMMUNICATIONS TRADES WORKERS
","
TELECOMMUNICATIONS TRADES WORKERS install, maintain and repair data transmission equipment, aerial lines, conduits, cables, radio antennae and telecommunications equipment and appliances.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience and/or relevant vendor certification may substitute for the formal qualifications listed above. In some instances relevant experience may be required in addition to the formal qualification.
Tasks Include:

examining drawings, specifications and work areas to determine positioning and connections for equipment to be installed 
locating faults in telecommunications equipment using instruments such as ohmmeters, voltmeters, ammeters and transmission measuring equipment 
attaching wires and cables to appliances 
adjusting, replacing and repairing faulty items, and testing equipment using electronic instruments 
installing cabling for telephone, radio, pay TV and computer transmission 
joining cables and sealing sheaths with lead and thermoplastic 
erecting, testing and maintaining aerial and underground wires and cables, and radio and mobile phone antennae 
installing telecommunications equipment and appliances such as telephones, switchboards and data transmission equipment

Occupations:
342411 Cabler (Data and Telecommunications) 
342412 Telecommunications Cable Jointer 
342413 Telecommunications Linesworker / Telecommunications Line Mechanic
342414 Telecommunications Technician
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/EB91942943EA1DF7CA2584A8000E7922?opendocument,"SUB-MAJOR GROUP 35 FOOD TRADES WORKERS
","
FOOD TRADES WORKERS bake bread and pastry goods, prepare meat for sale, and plan, organise, prepare and cook food for dining and catering establishments."
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/EB6F83B11998BC9CCA2584A8000E7923?opendocument,"MINOR GROUP 351 FOOD TRADES WORKERS
","
FOOD TRADES WORKERS bake bread and pastry goods, prepare meat for sale, and plan, organise, prepare and cook food for dining and catering establishments.
Indicative Skill Level:"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/26910D32CE16C080CA2584A8000E795D?opendocument,"UNIT GROUP 3511 BAKERS AND PASTRYCOOKS
","
BAKERS AND PASTRYCOOKS prepare and bake bread loaves and rolls, buns, cakes, biscuits and pastry goods.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

checking the cleanliness of equipment and operation of premises before production runs to ensure compliance with occupational health and safety regulations 
checking the quality of raw materials and weighing ingredients 
kneading, maturing, cutting, moulding, mixing and shaping dough and pastry goods 
preparing pastry fillings 
monitoring oven temperatures and product appearance to determine baking times 
coordinating the forming, loading, baking, unloading, de-panning and cooling of batches of bread, rolls and pastry products 
glazing buns and pastries, and decorating cakes with cream and icing 
operating machines which roll and mould dough and cut biscuits 
emptying, cleaning and greasing baking trays, tins and other cooking equipment

Occupations:
351111 Baker 
351112 Pastrycook
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/5DE9653F2BED2A18CA2584A8000E7924?opendocument,"UNIT GROUP 3512 BUTCHERS AND SMALLGOODS MAKERS
","
BUTCHERS AND SMALLGOODS MAKERS select, cut, trim, prepare and arrange meat for sale and supply, operate meat and smallgoods processing machines, and manage the processes in the production of smallgoods.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

preparing meat for sale by removing bones, trimming fat and cutting, mincing and grinding meat to shape and size for display or as ordered 
preparing crumbed cuts of meat, and marinating, seasoning and curing special cuts 
selecting and preparing meat to produce smallgoods 
operating machines to grind, mix, mince and tenderise meat 
making seasonings and pickles by mixing spices, salt and other ingredients 
operating sausage filling machines, smoking chambers, and cooking kettles and vats 
advising customers on the suitability and uses of cuts of meat 
may assist in menu planning and scheduling, and in estimating food production costs

Occupation:
351211 Butcher or Smallgoods Maker
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/ACD13E4893791E5ACA2584A8000E7A2D?opendocument,"UNIT GROUP 3513 CHEFS
","
CHEFS plan and organise the preparation and cooking of food in dining and catering establishments.
Cooks, Fast Food Cooks and Kitchenhands are excluded from this unit group. Cooks are included in Unit Group 3514 Cooks. Fast Food Cooks and Kitchenhands are included in Minor Group 851 Food Preparation Assistants.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Associate Degree, Advanced Diploma or Diploma (ANZSCO Skill Level 2)

In New Zealand:
NZQF Diploma (ANZSCO Skill Level 2)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

planning menus, estimating food and labour costs, and ordering food supplies 
monitoring quality of dishes at all stages of preparation and presentation 
discussing food preparation issues with Managers, Dietitians and kitchen and waiting staff 
demonstrating techniques and advising on cooking procedures 
preparing and cooking food 
explaining and enforcing hygiene regulations 
may select and train staff 
may freeze and preserve foods

Occupation:
351311 Chef
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/F50387161AA53E0BCA2584A8000E7A2F?opendocument,"UNIT GROUP 3514 COOKS
","
COOKS prepare, season and cook food in dining and catering establishments.
Chefs, Fast Food Cooks and Kitchenhands are excluded from this unit group. Chefs are included in Unit Group 3513 Chefs. Fast Food Cooks and Kitchenhands are included in Minor Group 851 Food Preparation Assistants.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.

In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 2 or 3 qualification (ANZSCO Skill Level 4)

In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

examining foodstuffs to ensure quality 
regulating temperatures of ovens, grills and other cooking equipment 
preparing and cooking food 
seasoning food during cooking 
portioning food, placing it on plates, and adding gravies, sauces and garnishes 
storing food in temperature controlled facilities 
preparing food to meet special dietary requirements 
may plan menus and estimate food requirements 
may train other kitchen staff and apprentices

Occupation:
351411 Cook
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/08EC7629B61E8B29CA2584A8000E78A3?opendocument,"SUB-MAJOR GROUP 36 SKILLED ANIMAL AND HORTICULTURAL WORKERS
","
SKILLED ANIMAL AND HORTICULTURAL WORKERS care for, groom, train and shear animals, assist Veterinarians, establish and maintain gardens, parks and surfaces used for sport, and prepare and sell floral arrangements and flowers.
Indicative Skill Level:"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/2BA84E3E26EFA998CA2584A8000E78E3?opendocument,"MINOR GROUP 361 ANIMAL ATTENDANTS AND TRAINERS, AND SHEARERS
","
ANIMAL ATTENDANTS AND TRAINERS, AND SHEARERS care for, groom, train and shear animals, and assist Veterinarians.
Indicative Skill Level:"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/5B307C30CE4F2A8ECA2584A8000E7A3C?opendocument,"UNIT GROUP 3611 ANIMAL ATTENDANTS AND TRAINERS
","
ANIMAL ATTENDANTS AND TRAINERS train, feed, groom and care for animals.
Indicative Skill Level:"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/45E258176A25BA7ACA2584A8000E79A5?opendocument,"UNIT GROUP 3612 SHEARERS
","
SHEARERS remove wool and hair from sheep, goats, alpacas and other animals.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

selecting and preparing shearing equipment 
catching and positioning animals for shearing 
shearing and removing wool and hair from animals 
identifying contaminated fibre and injured, infected and diseased animals 
treating skin cuts 
returning shorn animals to let-out pens for counting and checking 
may service, maintain and repair shearing equipment 
may shear stud animals with hand shears or special combs

Occupation:
361211 Shearer
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/70E2D71C4C9F6CCDCA2584A8000E799E?opendocument,"UNIT GROUP 3613 VETERINARY NURSES
","
VETERINARY NURSES care for animals under treatment and in temporary residence at veterinary facilities and assist Veterinarians to perform procedures and operations.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

holding animals to allow examination and treatment by Veterinarians 
cleaning and sterilising examination tables and equipment 
preparing instruments and handing them to the Veterinarian 
assisting Veterinarians to administer anaesthetics and oxygen during operations 
placing animals in cages for recovery from operations and monitoring their condition 
giving medications to animals 
maintaining stock control and records 
providing animal care advice, and preparing, delivering, and reviewing animal care education programs 
may perform diagnostic laboratory tests 
may act as receptionist, accept payments and undertake clerical work

Occupation:
361311 Veterinary Nurse
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/6B8D689B0957F4EACA2584A8000E78A4?opendocument,"MINOR GROUP 362 HORTICULTURAL TRADES WORKERS
","
HORTICULTURAL TRADES WORKERS prepare and sell floral arrangements and flowers, establish and maintain gardens, parks and surfaces used for sport, and plant, cultivate and maintain plants and trees.
Indicative Skill Level:
Most occupations in this minor group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

arranging supply and storage of flowers and selecting, trimming and arranging flowers and decorations 
preparing plans and drawings, selecting materials and plants, and scheduling landscape construction 
preparing soil, potting media, growing sites and seedbeds before planting seeds, bulbs and new turf 
maintaining parks, gardens, surfaces used for sport, and plants in nurseries 
applying pesticides, fertilisers and other chemicals to control pests, diseases, weeds and nutritional and environmental plant disorders 
examining trees to assess their condition and determine treatment
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/415C841E72EC190CCA2584A8000E7A20?opendocument,"UNIT GROUP 3621 FLORISTS
","
FLORISTS prepare and sell floral arrangements.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

planning and designing floral arrangements 
arranging supply and storage of flowers, greenery, decorations and other items 
treating flowers to extend their life 
selecting, trimming and arranging flowers and other materials 
packing, wrapping, and attaching message cards to, and organising delivery of, completed arrangements 
serving customers and accepting payments 
advising customers on the selection of flowers and floral arrangements 
may decorate hotels, churches, halls and other facilities for special events

Occupation:
362111 Florist
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/33C3823F6E575532CA2584A8000E78BC?opendocument,"UNIT GROUP 3622 GARDENERS
","
GARDENERS plant, cultivate, maintain, plan and construct parks, gardens and landscapes, and inspect, diagnose and treat trees and shrubs.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

preparing and maintaining seedbeds and growing sites 
propagating and planting trees, bushes, hedges, flowers and bulbs 
preparing lawn areas by spreading top soil and planting grass, and by laying instant turf 
maintaining planted and grassed areas by weeding, trimming, fertilising, watering and mowing 
pruning trees and hedges, and installing plant support and protection devices 
preparing plans and drawings, selecting materials and plants, and scheduling landscape construction 
setting out and installing hardscape and softscape structures 
constructing gravel and paved areas, walls, fences, pergolas, ponds, barbecues and garden furniture 
examining trees to assess their condition and determine treatment 
lopping limbs off trees and shaping branches using chain and handsaws 
spraying and dusting plants and trees to control insects and disease, and felling diseased trees

Occupations:
362211 Gardener (General) 
362212 Arborist 
362213 Landscape Gardener
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/C16AE5BBF39D3337CA2584A8000E79BD?opendocument,"UNIT GROUP 3623 GREENKEEPERS
","
GREENKEEPERS establish and maintain fine turf, grassed areas and synthetic surfaces used for sporting events.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

preparing seedbeds for new turf 
establishing and maintaining turf by watering, over sowing or over seeding, and repairing green damage 
mowing, rolling and levelling turf 
pegging and marking out lines and logos, installing nets, posts and stumps, and placing other sports equipment on playing areas 
operating and maintaining hand and power driven equipment such as mowers, aerators, cultivators, corers and line marking equipment 
constructing cricket wickets, tennis courts, and bowling, croquet and golf greens 
replanting, repairing, aerating, fertilising and top dressing lawns 
installing and maintaining synthetic surfaces 
may maintain buildings, fences and surrounding gardens

Occupation:
362311 Greenkeeper
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/23DD07877DC808E9CA2584A8000E7A27?opendocument,"UNIT GROUP 3624 NURSERYPERSONS
","
NURSERYPERSONS propagate and cultivate trees, shrubs, and ornamental and flowering plants in plant nurseries.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

preparing potting media and containers before planting 
selecting seeds, bulbs and cuttings, and planting them in beds, lawn areas and tubs 
budding and grafting vegetative material onto root stock 
watering plants manually and controlling automatic watering operations 
applying pesticides to control pests, diseases, weeds and nutritional and environmental plant disorders 
keeping records of soil mixtures, plantings, treatments, losses and yields 
selecting plants and packaging them for presentation and delivery 
advising customers on plant care and appropriate plants for local conditions 
may plan sales area layouts and visual merchandise presentation

Occupation:
362411 Nurseryperson
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/E154C463BE89E84BCA2584A8000E7901?opendocument,"SUB-MAJOR GROUP 39 OTHER TECHNICIANS AND TRADES WORKERS
","
This sub-major group covers Technicians and Trades Workers not elsewhere classified.
It includes Hairdressers, Printing Trades Workers, Textile, Clothing and Footwear Trades Workers, and Wood Trades Workers.
Indicative Skill Level:
Most occupations in this sub-major group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Associate Degree, Advanced Diploma or Diploma, or at least three years of relevant experience (ANZSCO Skill Level 2); or 

AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV, or at least three years of relevant experience (ANZSCO Skill Level 3)

In New Zealand:
NZQF Diploma, or at least three years of relevant experience (ANZSCO Skill Level 2); or 

NZQF Level 4 qualification, or at least three years of relevant experience (ANZSCO Skill Level 3)

In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification."
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/E7DCB3086D94027CCA2584A8000E7906?opendocument,"MINOR GROUP 391 HAIRDRESSERS
","
HAIRDRESSERS cut, style, colour, straighten and permanently wave hair, and treat hair and scalp conditions.
Indicative Skill Level:
Most occupations in this minor group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

providing advice on hair care, beauty products and hairstyles 
shampooing hair and conditioning scalps 
colouring, straightening and permanently waving hair with chemical solutions 
cutting hair with scissors, clippers and razors 
styling hair into dreadlocks and braids and adding hair extensions 
shaving and trimming beards and moustaches 
cleaning work areas and sanitising instruments 
arranging appointments and collecting payments 
may clean, colour, cut and style wigs and hairpieces
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/7CAEB251C704C04ACA2584A8000E7A1B?opendocument,"UNIT GROUP 3911 HAIRDRESSERS
","
HAIRDRESSERS cut, style, colour, straighten and permanently wave hair, and treat hair and scalp conditions.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

providing advice on hair care, beauty products and hairstyles 
shampooing hair and conditioning scalps 
colouring, straightening and permanently waving hair with chemical solutions 
cutting hair with scissors, clippers and razors 
styling hair into dreadlocks and braids and adding hair extensions 
shaving and trimming beards and moustaches 
cleaning work areas and sanitising instruments 
arranging appointments and collecting payments 
may clean, colour, cut and style wigs and hairpieces

Occupation:
391111 Hairdresser
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/A986BC528D56DBE7CA2584A8000E79CB?opendocument,"MINOR GROUP 392 PRINTING TRADES WORKERS
","
PRINTING TRADES WORKERS compose and set type prior to printing, set up and operate printing presses, bind and finish printed products, and prepare stencils and operate screen printing equipment.
Indicative Skill Level:
Most occupations in this minor group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

operating graphic cameras and other photographic equipment to reproduce camera-ready copy onto films, plates and digital output devices 
operating computer screen-based equipment for scanning, colour separation and correction, retouching and other processes used to transfer copy to film and produce film for plate, cylinder and digital output productions 
setting up, operating and monitoring machines used in typesetting, photographing copy, printing and cutting, folding, collating and binding printed material 
performing routine finishing operations and machine maintenance 
preparing stencils and operating screen printing equipment
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/B357A1411F6F01DACA2584A8000E7A15?opendocument,"UNIT GROUP 3921 PRINT FINISHERS AND SCREEN PRINTERS
","
PRINT FINISHERS AND SCREEN PRINTERS bind books and other publications, finish printed products by hand and machine, prepare stencils, and set up and operate power-driven and hand-operated screen print equipment.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

setting up and supervising the operation of automatic binding and finishing equipment 
binding full, half and limp-bound books, and repairing bindings 
folding, collating and sewing signatures by machine and hand 
operating paper guillotines for pre-press and post-press paper cutting and trimming, and programming electronically operated units 
operating systems to insert printed material into newspapers, magazines and envelopes 
embellishing printed products automatically and manually 
operating photographic and electronic reproduction devices 
preparing stencils using computer and hand-cut methods 
selecting, mixing and matching coloured inks and loading into screen printing presses 
loading printed items into drying racks, and unloading and stacking dry items

Occupations:
392111 Print Finisher 
392112 Screen Printer
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/CC36E0C9719B69BCCA2584A8000E7A29?opendocument,"UNIT GROUP 3922 GRAPHIC PRE-PRESS TRADES WORKERS
","
GRAPHIC PRE-PRESS TRADES WORKERS manipulate, set and compose text and graphics into a format suitable for printing and other visual media.
Indicative Skill Level:
Most occupations in this unit group have a level of skill commensurate with the qualifications and experience outlined below.
In Australia:
AQF Certificate III including at least two years of on-the-job training, or AQF Certificate IV (ANZSCO Skill Level 3)

In New Zealand:
NZQF Level 4 qualification (ANZSCO Skill Level 3)

At least three years of relevant experience may substitute for the formal qualifications listed above. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

operating graphic cameras and other photographic equipment to reproduce camera-ready copy onto films, plates and digital output devices 
using computer applications to generate images, text, layouts and impositions for print and other visual media displays 
operating plate making equipment to reproduce images from film to printing plates, digital output devices and presses 
operating computer screen-based equipment for scanning, colour separation, colour correction, masking, creative design, combining, imposing, retouching, and other processes used to transfer copy to film and produce film for plate, digital output and cylinder productions 
carrying out digital and chemical proofing from digital systems, and negative and positive films 
evaluating printed proofs, checking and correcting them for quality 
preparing and exposing carbon tissue for laying on cylinders by transfer method, and developing images

Occupation:
392211 Graphic Pre-press Trades Worker
"
